row_id,video_group,source_video_file,source_video_path,thought_text,original_timestamp,timestamp_seconds,window_size_seconds,clip_start_seconds,clip_end_seconds,clip_path,clip_exists,clip_extraction_mode,expected_clip_duration_seconds,actual_clip_duration_seconds,duration_within_tolerance,playback_valid,used_fallback,debug_frame_path,validation_status,validation_message
51a06c03-1fec-4f6d-9ba5-83e44601d4c4,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,how much longer is the video,178,178.0,10,168.0,178.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\10s\row_51a06c03-1fec-4f6d-9ba5-83e44601d4c4_video_DNA_replication_1_t_178000_w_10.mp4,True,accurate_mode,10.0,10.04499,True,True,False,,valid,
51a06c03-1fec-4f6d-9ba5-83e44601d4c4,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,how much longer is the video,178,178.0,15,163.0,178.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\15s\row_51a06c03-1fec-4f6d-9ba5-83e44601d4c4_video_DNA_replication_1_t_178000_w_15.mp4,True,accurate_mode,15.0,15.055944,True,True,False,,valid,
53426e2b-e423-4cd1-b836-4c6cbd2e2063,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,Thinking about dinner,98,98.0,5,93.0,98.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\5s\row_53426e2b-e423-4cd1-b836-4c6cbd2e2063_video_DNA_replication_1_t_98000_w_5.mp4,True,accurate_mode,5.0,5.02322,True,True,False,,valid,
53426e2b-e423-4cd1-b836-4c6cbd2e2063,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,Thinking about dinner,98,98.0,10,88.0,98.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\10s\row_53426e2b-e423-4cd1-b836-4c6cbd2e2063_video_DNA_replication_1_t_98000_w_10.mp4,True,accurate_mode,10.0,10.044955,True,True,False,,valid,
53426e2b-e423-4cd1-b836-4c6cbd2e2063,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,Thinking about dinner,98,98.0,15,83.0,98.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\15s\row_53426e2b-e423-4cd1-b836-4c6cbd2e2063_video_DNA_replication_1_t_98000_w_15.mp4,True,accurate_mode,15.0,15.055979,True,True,False,,valid,
53426e2b-e423-4cd1-b836-4c6cbd2e2063,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,Thinking about other assignments that still need to be completed,343,343.0,5,338.0,343.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\5s\row_53426e2b-e423-4cd1-b836-4c6cbd2e2063_video_DNA_replication_1_t_343000_w_5.mp4,True,accurate_mode,5.0,5.033966,True,True,False,,valid,
53426e2b-e423-4cd1-b836-4c6cbd2e2063,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,Thinking about other assignments that still need to be completed,343,343.0,10,333.0,343.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\10s\row_53426e2b-e423-4cd1-b836-4c6cbd2e2063_video_DNA_replication_1_t_343000_w_10.mp4,True,accurate_mode,10.0,10.04499,True,True,False,,valid,
53426e2b-e423-4cd1-b836-4c6cbd2e2063,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,Thinking about other assignments that still need to be completed,343,343.0,15,328.0,343.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\15s\row_53426e2b-e423-4cd1-b836-4c6cbd2e2063_video_DNA_replication_1_t_343000_w_15.mp4,True,accurate_mode,15.0,15.055944,True,True,False,,valid,
53426e2b-e423-4cd1-b836-4c6cbd2e2063,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,Zoned out and had to rewind video,419,419.0,5,414.0,419.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\5s\row_53426e2b-e423-4cd1-b836-4c6cbd2e2063_video_DNA_replication_1_t_419000_w_5.mp4,True,accurate_mode,5.0,5.034001,True,True,False,,valid,
53426e2b-e423-4cd1-b836-4c6cbd2e2063,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,Zoned out and had to rewind video,419,419.0,10,409.0,419.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\10s\row_53426e2b-e423-4cd1-b836-4c6cbd2e2063_video_DNA_replication_1_t_419000_w_10.mp4,True,accurate_mode,10.0,10.04499,True,True,False,,valid,
53426e2b-e423-4cd1-b836-4c6cbd2e2063,Video 2,DNA_replication_1.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 2\DNA_replication_1.mp4,Zoned out and had to rewind video,419,419.0,15,404.0,419.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\15s\row_53426e2b-e423-4cd1-b836-4c6cbd2e2063_video_DNA_replication_1_t_419000_w_15.mp4,True,accurate_mode,15.0,15.055944,True,True,False,,valid,
4e973aa2-34b5-4a98-b553-44c0930d12b9,Video 1,Checking_Normality.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 1\Checking_Normality.mp4,Is there a train behind the background?,409,409.0,5,404.0,409.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\5s\row_4e973aa2-34b5-4a98-b553-44c0930d12b9_video_Checking_Normality_t_409000_w_5.mp4,True,accurate_mode,5.0,5.02322,True,True,False,,valid,
4e973aa2-34b5-4a98-b553-44c0930d12b9,Video 1,Checking_Normality.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 1\Checking_Normality.mp4,Is there a train behind the background?,409,409.0,10,399.0,409.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\10s\row_4e973aa2-34b5-4a98-b553-44c0930d12b9_video_Checking_Normality_t_409000_w_10.mp4,True,accurate_mode,10.0,10.02322,True,True,False,,valid,
4e973aa2-34b5-4a98-b553-44c0930d12b9,Video 1,Checking_Normality.mp4,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\Video 1\Checking_Normality.mp4,Is there a train behind the background?,409,409.0,15,394.0,409.0,C:\PRARTHNA\UNI\2026 S1\ICT Capstone\ICT-Capstone\vivian-project-main\agent1_data_preparation\output\clips\15s\row_4e973aa2-34b5-4a98-b553-44c0930d12b9_video_Checking_Normality_t_409000_w_15.mp4,True,accurate_mode,15.0,15.02322,True,True,False,,valid,
